worker_id,status,current_dispatch_id,current_task_id,current_lat,current_lon,location_accuracy_m,battery_level,network_status,last_seen_at,last_location_at,status_updated_at,dataset_version,import_batch_id
W00140,AVAILABLE,,,35.10882,126.836666,18.1,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00141,AVAILABLE,,,35.108651,126.819016,19.6,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00142,AVAILABLE,,,35.120428,126.848872,8.0,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00143,AVAILABLE,,,35.090877,126.853141,8.0,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00144,OFF_DUTY,,,35.103652,126.828812,10.4,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00145,AVAILABLE,,,35.108823,126.862132,16.0,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00146,AVAILABLE,,,35.072588,126.847568,6.9,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00147,AVAILABLE,,,35.088579,126.830015,7.4,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00148,AVAILABLE,,,35.102262,126.853254,13.2,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00149,AVAILABLE,,,35.098412,126.867316,8.4,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00150,OFF_DUTY,,,35.103924,126.837387,16.0,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00151,AVAILABLE,,,35.164443,126.695497,12.5,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00152,AVAILABLE,,,35.195263,126.730722,12.7,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00153,AVAILABLE,,,35.187283,126.710122,19.5,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00154,AVAILABLE,,,35.203173,126.708467,13.7,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00155,AVAILABLE,,,35.196546,126.715349,7.1,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00156,OFF_DUTY,,,35.183617,126.71521,11.2,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00157,AVAILABLE,,,36.337998,127.273052,9.0,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00158,AVAILABLE,,,36.362008,127.295049,10.6,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00159,AVAILABLE,,,36.386614,127.317881,12.0,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00160,AVAILABLE,,,36.367313,127.306883,12.1,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00161,AVAILABLE,,,36.382184,127.307098,15.4,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00162,OFF_DUTY,,,36.346672,127.300667,10.2,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00163,AVAILABLE,,,35.576839,129.271166,15.6,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00164,AVAILABLE,,,35.592086,129.276708,18.8,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00165,AVAILABLE,,,35.576526,129.291752,14.2,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00166,AVAILABLE,,,35.57718,129.252188,7.8,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00167,AVAILABLE,,,35.604882,129.265534,10.1,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00168,OFF_DUTY,,,35.579148,129.268796,15.4,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00169,AVAILABLE,,,35.531291,129.266337,10.7,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00170,AVAILABLE,,,35.515851,129.2752,10.3,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00171,AVAILABLE,,,35.513468,129.27075,6.8,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00172,AVAILABLE,,,35.510896,129.282253,6.2,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00173,AVAILABLE,,,35.527707,129.280358,12.3,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00174,OFF_DUTY,,,35.509993,129.283453,8.4,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00175,AVAILABLE,,,35.545542,129.418433,7.2,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00176,AVAILABLE,,,35.514449,129.451197,6.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00177,AVAILABLE,,,35.511769,129.438847,14.5,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00178,AVAILABLE,,,35.541725,129.428749,9.6,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00179,AVAILABLE,,,35.509702,129.432628,10.4,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00180,OFF_DUTY,,,35.50536,129.458194,13.2,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00181,AVAILABLE,,,35.630119,129.406717,6.1,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00182,AVAILABLE,,,35.659354,129.391516,11.6,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00183,AVAILABLE,,,35.615339,129.370272,14.5,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00184,AVAILABLE,,,35.661418,129.386705,19.0,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00185,AVAILABLE,,,35.660293,129.401324,7.4,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00186,OFF_DUTY,,,35.640299,129.375904,12.5,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00187,AVAILABLE,,,35.583378,129.190418,19.5,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00188,AVAILABLE,,,35.597789,129.155592,19.3,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00189,AVAILABLE,,,35.60234,129.14961,12.1,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00190,AVAILABLE,,,35.597352,129.171684,10.6,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00191,AVAILABLE,,,35.61163,129.170375,16.8,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00192,OFF_DUTY,,,35.578307,129.188919,17.5,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00193,AVAILABLE,,,36.628451,127.238586,12.0,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00194,AVAILABLE,,,36.631636,127.208392,15.1,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00195,AVAILABLE,,,36.658744,127.239535,8.8,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00196,AVAILABLE,,,36.666554,127.240251,13.2,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00197,AVAILABLE,,,36.660246,127.225034,9.2,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00198,OFF_DUTY,,,36.625403,127.213187,11.4,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00199,AVAILABLE,,,37.436508,127.084727,14.2,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00200,AVAILABLE,,,37.446842,127.079401,14.3,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00201,AVAILABLE,,,37.447532,127.097717,6.4,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00202,AVAILABLE,,,37.44281,127.084128,6.5,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00203,AVAILABLE,,,37.447175,127.098304,11.3,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00204,OFF_DUTY,,,37.410043,127.081798,7.6,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00205,AVAILABLE,,,37.445971,127.179254,9.8,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00206,AVAILABLE,,,37.455734,127.16103,6.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00207,AVAILABLE,,,37.448777,127.179792,8.7,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00208,AVAILABLE,,,37.443786,127.191445,18.4,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00209,AVAILABLE,,,37.445987,127.152229,13.4,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00210,OFF_DUTY,,,37.428813,127.169117,13.6,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00211,AVAILABLE,,,37.367801,127.091221,17.8,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00212,AVAILABLE,,,37.370577,127.09811,13.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00213,AVAILABLE,,,37.352489,127.09448,14.1,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00214,AVAILABLE,,,37.373075,127.082843,13.7,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00215,AVAILABLE,,,37.35669,127.072019,17.1,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00216,OFF_DUTY,,,37.383502,127.089486,7.2,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00217,AVAILABLE,,,37.746675,127.123387,12.7,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00218,AVAILABLE,,,37.742822,127.094101,17.2,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00219,AVAILABLE,,,37.770303,127.125857,6.7,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00220,AVAILABLE,,,37.769598,127.081693,8.3,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00221,AVAILABLE,,,37.754839,127.111496,17.7,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00222,OFF_DUTY,,,37.768834,127.09359,6.5,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00223,AVAILABLE,,,36.987979,126.904431,7.3,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00224,AVAILABLE,,,37.008569,126.896772,17.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00225,AVAILABLE,,,36.988187,126.889304,15.8,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00226,AVAILABLE,,,36.969745,126.906717,8.7,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00227,AVAILABLE,,,36.981857,126.894753,14.8,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00228,OFF_DUTY,,,37.002773,126.90232,19.3,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00229,AVAILABLE,,,37.924291,127.077321,9.0,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00230,AVAILABLE,,,37.940429,127.082541,11.9,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00231,AVAILABLE,,,37.899599,127.087988,7.0,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00232,AVAILABLE,,,37.894829,127.102694,14.4,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00233,AVAILABLE,,,37.937334,127.093889,14.6,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00234,OFF_DUTY,,,37.94118,127.058189,18.7,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00235,AVAILABLE,,,37.655306,127.267343,7.6,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00236,AVAILABLE,,,37.692055,127.266248,7.9,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00237,AVAILABLE,,,37.675015,127.264728,19.0,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00238,AVAILABLE,,,37.684649,127.226281,18.3,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00239,AVAILABLE,,,37.679832,127.220557,17.8,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00240,OFF_DUTY,,,37.659553,127.245206,16.1,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00241,AVAILABLE,,,37.375844,127.003952,8.5,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00242,AVAILABLE,,,37.378451,127.045074,8.9,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00243,AVAILABLE,,,37.372968,127.039241,9.1,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00244,AVAILABLE,,,37.391863,127.004116,7.0,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00245,AVAILABLE,,,37.400863,127.024344,16.2,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00246,OFF_DUTY,,,37.382642,127.025557,6.2,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00247,AVAILABLE,,,37.528346,127.254802,18.3,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00248,AVAILABLE,,,37.519814,127.255272,14.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00249,AVAILABLE,,,37.531772,127.232025,17.0,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00250,AVAILABLE,,,37.534598,127.247929,14.2,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00251,AVAILABLE,,,37.520345,127.246012,11.3,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00252,OFF_DUTY,,,37.517511,127.216658,13.8,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00253,AVAILABLE,,,37.218774,127.254873,19.4,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00254,AVAILABLE,,,37.210592,127.242555,16.6,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00255,AVAILABLE,,,37.198215,127.242949,13.2,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00256,AVAILABLE,,,37.228686,127.263908,17.5,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00257,AVAILABLE,,,37.213201,127.225577,20.0,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00258,AVAILABLE,,,37.21432,127.249695,7.8,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00259,OFF_DUTY,,,37.224834,127.233005,10.8,72,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00260,AVAILABLE,,,37.313837,127.158632,7.5,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00261,AVAILABLE,,,37.283668,127.142873,15.1,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00262,AVAILABLE,,,37.291705,127.131911,16.6,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00263,AVAILABLE,,,37.266837,127.160712,13.6,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00264,AVAILABLE,,,37.285249,127.121528,7.6,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00265,OFF_DUTY,,,37.283177,127.141495,12.7,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00266,AVAILABLE,,,37.363956,127.094848,19.0,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00267,AVAILABLE,,,37.356781,127.086109,6.0,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00268,AVAILABLE,,,37.345439,127.1059,18.8,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00269,AVAILABLE,,,37.33153,127.112558,13.2,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00270,AVAILABLE,,,37.352379,127.091958,15.5,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00271,OFF_DUTY,,,37.350628,127.108607,10.6,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00272,AVAILABLE,,,37.846185,126.941838,13.8,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00273,AVAILABLE,,,37.870369,126.91886,8.5,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00274,AVAILABLE,,,37.85629,126.892033,14.0,79,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00275,AVAILABLE,,,37.864005,126.913028,11.7,86,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00276,AVAILABLE,,,37.888342,126.924502,9.2,93,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00277,OFF_DUTY,,,37.874545,126.925489,8.3,65,OFFLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00278,AVAILABLE,,,37.303979,127.413587,17.7,65,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
W00279,AVAILABLE,,,37.284084,127.415261,16.2,72,ONLINE,2026-07-18 08:55:00,2026-07-18 08:55:00,2026-07-18 08:55:00,3.0,WF_V3_ALL_REGIONS_20260718
