worker_capability_id,worker_id,task_type,skill_level,can_work_solo,is_primary_skill,valid_from,valid_until,is_active,dataset_version,import_batch_id
WC000253,W00127,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000254,W00127,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000255,W00128,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000256,W00128,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000257,W00128,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000258,W00129,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000259,W00129,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000260,W00130,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000261,W00130,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000262,W00131,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000263,W00131,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000264,W00132,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000265,W00133,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000266,W00133,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000267,W00134,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000268,W00134,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000269,W00134,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000270,W00135,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000271,W00135,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000272,W00136,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000273,W00136,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000274,W00137,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000275,W00137,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000276,W00138,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000277,W00139,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000278,W00139,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000279,W00140,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000280,W00140,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000281,W00140,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000282,W00141,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000283,W00141,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000284,W00142,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000285,W00142,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000286,W00143,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000287,W00143,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000288,W00144,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000289,W00145,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000290,W00145,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000291,W00146,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000292,W00146,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000293,W00146,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000294,W00147,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000295,W00147,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000296,W00148,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000297,W00148,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000298,W00149,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000299,W00149,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000300,W00150,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000301,W00151,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000302,W00151,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000303,W00152,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000304,W00152,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000305,W00152,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000306,W00153,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000307,W00153,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000308,W00154,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000309,W00154,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000310,W00155,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000311,W00155,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000312,W00156,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000313,W00157,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000314,W00157,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000315,W00158,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000316,W00158,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000317,W00158,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000318,W00159,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000319,W00159,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000320,W00160,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000321,W00160,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000322,W00161,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000323,W00161,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000324,W00162,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000325,W00163,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000326,W00163,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000327,W00164,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000328,W00164,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000329,W00164,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000330,W00165,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000331,W00165,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000332,W00166,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000333,W00166,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000334,W00167,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000335,W00167,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000336,W00168,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000337,W00169,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000338,W00169,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000339,W00170,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000340,W00170,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000341,W00170,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000342,W00171,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000343,W00171,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000344,W00172,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000345,W00172,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000346,W00173,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000347,W00173,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000348,W00174,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000349,W00175,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000350,W00175,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000351,W00176,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000352,W00176,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000353,W00176,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000354,W00177,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000355,W00177,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000356,W00178,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000357,W00178,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000358,W00179,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000359,W00179,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000360,W00180,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000361,W00181,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000362,W00181,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000363,W00182,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000364,W00182,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000365,W00182,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000366,W00183,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000367,W00183,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000368,W00184,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000369,W00184,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000370,W00185,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000371,W00185,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000372,W00186,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000373,W00187,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000374,W00187,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000375,W00188,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000376,W00188,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000377,W00188,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000378,W00189,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000379,W00189,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000380,W00190,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000381,W00190,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000382,W00191,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000383,W00191,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000384,W00192,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000385,W00193,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000386,W00193,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000387,W00194,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000388,W00194,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000389,W00194,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000390,W00195,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000391,W00195,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000392,W00196,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000393,W00196,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000394,W00197,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000395,W00197,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000396,W00198,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000397,W00199,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000398,W00199,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000399,W00200,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000400,W00200,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000401,W00200,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000402,W00201,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000403,W00201,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000404,W00202,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000405,W00202,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000406,W00203,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000407,W00203,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000408,W00204,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000409,W00205,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000410,W00205,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000411,W00206,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000412,W00206,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000413,W00206,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000414,W00207,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000415,W00207,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000416,W00208,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000417,W00208,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000418,W00209,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000419,W00209,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000420,W00210,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000421,W00211,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000422,W00211,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000423,W00212,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000424,W00212,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000425,W00212,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000426,W00213,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000427,W00213,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000428,W00214,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000429,W00214,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000430,W00215,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000431,W00215,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000432,W00216,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000433,W00217,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000434,W00217,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000435,W00218,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000436,W00218,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000437,W00218,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000438,W00219,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000439,W00219,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000440,W00220,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000441,W00220,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000442,W00221,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000443,W00221,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000444,W00222,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000445,W00223,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000446,W00223,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000447,W00224,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000448,W00224,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000449,W00224,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000450,W00225,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000451,W00225,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000452,W00226,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000453,W00226,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000454,W00227,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000455,W00227,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000456,W00228,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000457,W00229,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000458,W00229,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000459,W00230,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000460,W00230,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000461,W00230,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000462,W00231,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000463,W00231,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000464,W00232,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000465,W00232,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000466,W00233,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000467,W00233,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000468,W00234,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000469,W00235,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000470,W00235,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000471,W00236,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000472,W00236,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000473,W00236,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000474,W00237,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000475,W00237,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000476,W00238,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000477,W00238,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000478,W00239,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000479,W00239,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000480,W00240,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000481,W00241,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000482,W00241,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000483,W00242,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000484,W00242,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000485,W00242,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000486,W00243,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000487,W00243,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000488,W00244,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000489,W00244,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000490,W00245,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000491,W00245,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000492,W00246,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000493,W00247,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000494,W00247,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000495,W00248,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000496,W00248,DRONE,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000497,W00248,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000498,W00249,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000499,W00249,CONTROL,1,0,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000500,W00250,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000501,W00250,CONTROL,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000502,W00251,SURVEY,2,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000503,W00251,CONTROL,3,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000504,W00252,SURVEY,3,1,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000505,W00253,SURVEY,1,0,1,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
WC000506,W00253,DRONE,2,1,0,2026-01-01,,1,3.0,WF_V3_ALL_REGIONS_20260718
