service_area_id,worker_id,sido_code,sido_name,sigungu_code,sigungu_name,emd_code,service_area_level,assignment_priority,is_primary_area,max_travel_km,support_type,is_active,dataset_version,import_batch_id
SA000450,W00234,31,경기도,31570,가평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000451,W00235,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000452,W00235,31,경기도,31260,양주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000453,W00236,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000454,W00236,31,경기도,31280,여주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000455,W00237,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000456,W00237,31,경기도,31570,가평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000457,W00238,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000458,W00238,31,경기도,31021,성남시 수정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000459,W00239,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000460,W00239,31,경기도,31023,성남시 분당구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000461,W00240,31,경기도,31130,남양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000462,W00240,31,경기도,31070,평택시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000463,W00241,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000464,W00241,31,경기도,31021,성남시 수정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000465,W00242,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000466,W00242,31,경기도,31023,성남시 분당구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000467,W00243,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000468,W00243,31,경기도,31070,평택시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000469,W00244,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000470,W00244,31,경기도,31130,남양주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000471,W00245,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000472,W00245,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000473,W00246,31,경기도,31170,의왕시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000474,W00246,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000475,W00247,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000476,W00247,31,경기도,31130,남양주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000477,W00248,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000478,W00248,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000479,W00249,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000480,W00249,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000481,W00250,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000482,W00250,31,경기도,31210,이천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000483,W00251,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000484,W00251,31,경기도,31240,화성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000485,W00252,31,경기도,31180,하남시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000486,W00252,31,경기도,31260,양주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000487,W00253,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000488,W00253,31,경기도,31210,이천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000489,W00254,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000490,W00254,31,경기도,31240,화성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000491,W00255,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000492,W00255,31,경기도,31260,양주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000493,W00256,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000494,W00256,31,경기도,31280,여주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000495,W00257,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000496,W00257,31,경기도,31570,가평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000497,W00258,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000498,W00258,31,경기도,31021,성남시 수정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000499,W00259,31,경기도,31191,용인시 처인구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000500,W00259,31,경기도,31023,성남시 분당구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000501,W00260,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000502,W00260,31,경기도,31550,연천군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000503,W00261,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000504,W00261,31,경기도,31580,양평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000505,W00262,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000506,W00262,31,경기도,31022,성남시 중원구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000507,W00263,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000508,W00263,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000509,W00264,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000510,W00264,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000511,W00265,31,경기도,31192,용인시 기흥구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000512,W00265,31,경기도,31170,의왕시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000513,W00266,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000514,W00266,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000515,W00267,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000516,W00267,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000517,W00268,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000518,W00268,31,경기도,31170,의왕시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000519,W00269,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000520,W00269,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000521,W00270,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000522,W00270,31,경기도,31200,파주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000523,W00271,31,경기도,31193,용인시 수지구,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000524,W00271,31,경기도,31220,안성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000525,W00272,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000526,W00272,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000527,W00273,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000528,W00273,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000529,W00274,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000530,W00274,31,경기도,31220,안성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000531,W00275,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000532,W00275,31,경기도,31250,광주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000533,W00276,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000534,W00276,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000535,W00277,31,경기도,31200,파주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000536,W00277,31,경기도,31550,연천군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000537,W00278,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000538,W00278,31,경기도,31250,광주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000539,W00279,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000540,W00279,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000541,W00280,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000542,W00280,31,경기도,31550,연천군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000543,W00281,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000544,W00281,31,경기도,31580,양평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000545,W00282,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000546,W00282,31,경기도,31022,성남시 중원구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000547,W00283,31,경기도,31210,이천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000548,W00283,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000549,W00284,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000550,W00284,31,경기도,31580,양평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000551,W00285,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000552,W00285,31,경기도,31022,성남시 중원구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000553,W00286,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000554,W00286,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000555,W00287,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000556,W00287,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000557,W00288,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000558,W00288,31,경기도,31170,의왕시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000559,W00289,31,경기도,31220,안성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000560,W00289,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000561,W00290,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000562,W00290,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000563,W00291,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000564,W00291,31,경기도,31170,의왕시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000565,W00292,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000566,W00292,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000567,W00293,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000568,W00293,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000569,W00294,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000570,W00294,31,경기도,31210,이천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000571,W00295,31,경기도,31240,화성시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000572,W00295,31,경기도,31250,광주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000573,W00296,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000574,W00296,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000575,W00297,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000576,W00297,31,경기도,31210,이천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000577,W00298,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000578,W00298,31,경기도,31240,화성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000579,W00299,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000580,W00299,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000581,W00300,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000582,W00300,31,경기도,31550,연천군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000583,W00301,31,경기도,31250,광주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000584,W00301,31,경기도,31580,양평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000585,W00302,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000586,W00302,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000587,W00303,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000588,W00303,31,경기도,31550,연천군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000589,W00304,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000590,W00304,31,경기도,31580,양평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000591,W00305,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000592,W00305,31,경기도,31022,성남시 중원구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000593,W00306,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000594,W00306,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000595,W00307,31,경기도,31260,양주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000596,W00307,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000597,W00308,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000598,W00308,31,경기도,31022,성남시 중원구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000599,W00309,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000600,W00309,31,경기도,31030,의정부시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000601,W00310,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000602,W00310,31,경기도,31080,동두천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000603,W00311,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000604,W00311,31,경기도,31170,의왕시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000605,W00312,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000606,W00312,31,경기도,31191,용인시 처인구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000607,W00313,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000608,W00313,31,경기도,31193,용인시 수지구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000609,W00314,31,경기도,31270,포천시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000610,W00314,31,경기도,31210,이천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000611,W00315,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000612,W00315,31,경기도,31180,하남시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000613,W00316,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000614,W00316,31,경기도,31192,용인시 기흥구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000615,W00317,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000616,W00317,31,경기도,31200,파주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000617,W00318,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000618,W00318,31,경기도,31220,안성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000619,W00319,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000620,W00319,31,경기도,31250,광주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000621,W00320,31,경기도,31280,여주시,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000622,W00320,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000623,W00321,31,경기도,31550,연천군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000624,W00321,31,경기도,31220,안성시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000625,W00322,31,경기도,31550,연천군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000626,W00322,31,경기도,31250,광주시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000627,W00323,31,경기도,31550,연천군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000628,W00323,31,경기도,31270,포천시,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000629,W00324,31,경기도,31550,연천군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000630,W00324,31,경기도,31570,가평군,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000631,W00325,31,경기도,31550,연천군,,SIGUNGU,1,1,35,PRIMARY,1,3.0,WF_V3_ALL_REGIONS_20260718
SA000632,W00325,31,경기도,31021,성남시 수정구,,SIGUNGU,2,0,90,NEIGHBOR_SUPPORT,1,3.0,WF_V3_ALL_REGIONS_20260718
